,user_id,adopted,logins
518,702,0,1.0
519,703,0,2.0
520,704,0,1.0
521,706,0,1.0
522,707,0,2.0
523,709,0,1.0
524,710,0,4.0
525,712,0,1.0
526,714,0,1.0
527,715,0,4.0
528,716,0,3.0
529,717,0,12.0
530,719,0,1.0
531,720,0,1.0
532,724,1,295.0
533,725,1,14.0
534,726,0,1.0
535,727,0,1.0
536,728,1,428.0
537,729,0,1.0
538,733,0,1.0
539,735,0,1.0
540,736,0,3.0
541,737,0,1.0
542,738,0,5.0
543,739,0,1.0
544,740,0,2.0
545,743,0,1.0
546,745,0,1.0
547,746,0,3.0
548,749,0,2.0
549,750,0,1.0
550,751,0,1.0
551,752,0,1.0
552,753,0,1.0
553,754,1,437.0
554,755,0,2.0
555,757,0,1.0
556,758,0,1.0
557,760,0,1.0
558,761,0,1.0
559,763,0,1.0
560,765,0,1.0
561,767,0,1.0
562,768,0,1.0
563,769,0,1.0
564,771,0,2.0
565,772,1,319.0
566,773,0,1.0
567,774,0,1.0
568,775,0,1.0
569,776,0,1.0
570,777,0,2.0
571,780,0,1.0
572,782,0,1.0
573,783,1,360.0
574,784,0,1.0
575,785,0,1.0
576,786,1,41.0
577,787,0,1.0
578,788,0,3.0
579,789,0,2.0
580,791,0,1.0
581,792,0,1.0
582,793,0,3.0
583,794,0,1.0
584,795,0,1.0
585,799,0,1.0
586,801,0,1.0
587,802,0,1.0
588,804,1,109.0
589,805,0,1.0
590,808,0,1.0
591,809,0,1.0
592,810,0,1.0
593,811,0,1.0
594,812,0,1.0
595,813,0,1.0
596,814,0,8.0
597,815,0,3.0
598,817,0,3.0
599,819,0,1.0
600,820,0,1.0
601,821,0,1.0
602,822,0,2.0
603,823,0,1.0
604,824,0,1.0
605,825,0,1.0
606,826,0,1.0
607,827,0,2.0
608,828,1,13.0
609,829,0,1.0
610,830,0,1.0
611,832,0,1.0
612,833,0,1.0
613,834,0,1.0
614,835,0,1.0
615,836,0,1.0
616,837,0,1.0
617,838,0,1.0
618,842,0,1.0
619,843,0,1.0
620,845,1,104.0
621,846,0,1.0
622,848,0,1.0
623,849,0,1.0
624,850,0,10.0
625,851,1,130.0
626,853,0,1.0
627,856,0,1.0
628,857,0,1.0
629,858,0,1.0
630,859,0,1.0
631,860,0,1.0
632,863,0,1.0
633,865,0,1.0
634,869,1,68.0
635,872,0,1.0
636,874,1,47.0
637,875,0,1.0
638,876,0,1.0
639,878,0,1.0
640,880,0,1.0
641,881,0,1.0
642,882,1,80.0
643,884,0,1.0
644,885,1,313.0
645,886,0,1.0
646,887,0,4.0
647,888,0,1.0
648,891,0,2.0
649,892,0,1.0
650,894,0,1.0
651,895,0,1.0
652,899,0,1.0
653,900,0,1.0
654,901,1,224.0
655,903,0,1.0
656,905,0,1.0
657,906,1,600.0
658,907,1,78.0
659,908,0,1.0
660,910,0,1.0
661,911,0,1.0
662,912,1,247.0
663,913,0,1.0
664,914,0,1.0
665,915,0,1.0
666,916,0,1.0
667,917,0,1.0
668,918,0,1.0
669,919,0,1.0
670,921,0,1.0
671,922,0,2.0
672,924,0,1.0
673,927,0,1.0
674,928,1,131.0
675,929,0,1.0
676,932,1,160.0
677,934,1,218.0
678,937,1,115.0
679,939,0,1.0
680,940,0,1.0
681,941,0,1.0
682,942,0,1.0
683,943,1,44.0
684,946,0,5.0
685,947,0,1.0
686,948,0,1.0
687,953,1,29.0
688,956,0,1.0
689,957,0,1.0
690,958,0,1.0
691,959,0,1.0
692,960,0,1.0
693,962,0,1.0
694,963,0,1.0
695,967,0,1.0
696,969,0,1.0
697,972,0,1.0
698,973,0,2.0
699,975,0,2.0
700,976,0,1.0
701,977,0,1.0
702,978,0,1.0
703,980,1,152.0
704,981,0,1.0
705,982,0,1.0
706,983,0,1.0
707,984,0,1.0
708,985,1,89.0
709,986,0,1.0
710,989,0,1.0
711,991,0,7.0
712,992,0,1.0
713,994,0,6.0
714,995,0,1.0
715,996,0,1.0
716,997,0,1.0
717,999,0,8.0
718,1001,0,1.0
719,1004,0,1.0
720,1005,0,2.0
721,1007,1,10.0
722,1009,1,65.0
723,1010,0,1.0
724,1013,1,11.0
725,1014,0,1.0
726,1016,0,1.0
727,1017,1,260.0
728,1018,1,60.0
729,1020,0,1.0
730,1023,0,1.0
731,1025,0,1.0
732,1026,0,5.0
733,1027,1,367.0
734,1028,0,1.0
735,1030,0,3.0
736,1031,0,1.0
737,1033,0,1.0
738,1034,0,1.0
739,1035,1,7.0
740,1036,0,1.0
741,1037,0,1.0
742,1038,0,1.0
743,1039,0,6.0
744,1040,0,1.0
745,1041,0,1.0
746,1043,0,1.0
747,1045,0,1.0
748,1047,0,1.0
749,1048,0,1.0
750,1049,0,3.0
751,1052,0,1.0
752,1053,0,1.0
753,1054,0,1.0
754,1055,1,318.0
755,1056,0,2.0
756,1057,0,1.0
757,1058,0,1.0
758,1060,0,1.0
759,1061,1,78.0
760,1063,0,1.0
761,1064,0,5.0
762,1066,0,1.0
763,1068,0,1.0
764,1069,0,1.0
765,1070,0,1.0
766,1072,1,326.0
767,1074,0,1.0
768,1076,0,1.0
769,1077,0,1.0
770,1078,0,1.0
771,1079,0,2.0
772,1080,0,1.0
773,1082,0,1.0
774,1083,0,1.0
775,1084,0,1.0
776,1085,0,1.0
777,1086,0,1.0
778,1087,0,3.0
779,1088,0,6.0
780,1089,1,174.0
781,1090,0,1.0
782,1091,0,1.0
783,1092,0,1.0
784,1093,1,25.0
785,1094,1,104.0
786,1095,0,1.0
787,1096,0,1.0
788,1099,1,222.0
789,1100,0,2.0
790,1101,0,1.0
791,1103,0,1.0
792,1104,0,1.0
793,1105,0,1.0
794,1106,1,9.0
795,1107,1,59.0
796,1108,0,1.0
797,1109,0,2.0
798,1110,0,1.0
799,1112,0,1.0
800,1113,0,1.0
801,1114,0,1.0
802,1115,0,1.0
803,1117,0,1.0
804,1119,1,65.0
805,1121,0,1.0
806,1123,0,13.0
807,1124,1,24.0
808,1125,0,4.0
809,1126,0,2.0
810,1128,1,112.0
811,1129,1,163.0
812,1131,0,1.0
813,1132,0,1.0
814,1133,0,1.0
815,1134,0,1.0
816,1135,0,1.0
817,1136,1,32.0
818,1137,0,1.0
819,1139,0,1.0
820,1140,0,3.0
821,1141,0,8.0
822,1143,0,1.0
823,1144,0,1.0
824,1145,1,18.0
825,1147,0,6.0
826,1148,0,1.0
827,1149,0,5.0
828,1150,1,42.0
829,1151,1,14.0
830,1152,0,1.0
831,1153,0,1.0
832,1154,0,1.0
833,1155,1,397.0
834,1156,1,137.0
835,1157,0,1.0
836,1159,0,1.0
837,1160,0,1.0
838,1161,0,1.0
839,1162,0,10.0
840,1163,1,106.0
841,1166,0,1.0
842,1167,0,1.0
843,1168,0,1.0
844,1169,0,1.0
845,1170,0,1.0
846,1171,0,1.0
847,1173,1,12.0
848,1176,0,1.0
849,1177,0,1.0
850,1178,0,4.0
851,1180,0,1.0
852,1181,0,1.0
853,1183,0,1.0
854,1184,0,1.0
855,1186,1,13.0
856,1187,0,1.0
857,1188,0,1.0
858,1191,0,1.0
859,1193,0,1.0
860,1194,0,1.0
861,1195,0,1.0
862,1196,1,75.0
863,1197,0,4.0
864,1199,0,1.0
865,1200,0,1.0
866,1202,1,374.0
867,1203,0,1.0
868,1205,0,1.0
869,1207,0,1.0
870,1210,0,1.0
871,1211,0,1.0
872,1212,0,9.0
873,1213,0,1.0
874,1214,1,36.0
875,1217,0,1.0
876,1218,0,1.0
877,1221,0,1.0
878,1222,0,19.0
879,1223,0,1.0
880,1225,0,1.0
881,1226,0,1.0
882,1227,0,8.0
883,1229,0,1.0
884,1230,0,1.0
885,1232,0,1.0
886,1233,1,4.0
887,1234,0,1.0
888,1235,1,25.0
889,1236,0,1.0
890,1237,0,1.0
891,1238,1,6.0
892,1239,0,1.0
893,1240,0,4.0
894,1242,1,6.0
895,1243,0,1.0
896,1244,0,1.0
897,1245,1,79.0
898,1247,0,1.0
899,1250,1,48.0
900,1251,0,1.0
901,1252,0,1.0
902,1253,0,1.0
903,1254,0,2.0
904,1256,0,2.0
905,1257,0,1.0
906,1260,0,1.0
907,1266,0,1.0
908,1267,0,1.0
909,1268,0,1.0
910,1271,0,1.0
911,1273,0,1.0
912,1274,1,41.0
913,1278,0,1.0
914,1279,0,1.0
915,1280,1,199.0
916,1281,0,1.0
917,1282,0,1.0
918,1283,0,1.0
919,1285,0,1.0
920,1286,0,1.0
921,1287,0,1.0
922,1288,0,1.0
923,1289,0,1.0
924,1290,1,106.0
925,1291,0,1.0
926,1293,0,1.0
927,1294,0,1.0
928,1296,0,1.0
929,1297,0,5.0
930,1298,0,1.0
931,1299,0,3.0
932,1301,0,2.0
933,1302,0,1.0
934,1303,0,5.0
935,1305,0,1.0
936,1306,0,1.0
937,1307,0,2.0
938,1308,0,1.0
939,1309,0,1.0
940,1310,0,1.0
941,1311,0,4.0
942,1312,0,4.0
943,1313,0,1.0
944,1314,0,1.0
945,1316,0,1.0
946,1317,0,1.0
947,1318,1,112.0
948,1319,1,87.0
949,1320,1,304.0
950,1321,0,3.0
951,1322,0,1.0
952,1324,0,1.0
953,1325,0,1.0
954,1326,0,1.0
955,1327,1,48.0
956,1328,0,1.0
957,1331,0,1.0
958,1332,0,1.0
959,1333,0,1.0
960,1335,0,1.0
961,1338,0,1.0
962,1339,1,326.0
963,1343,1,196.0
964,1344,0,1.0
965,1345,1,272.0
966,1346,0,1.0
967,1347,0,1.0
968,1349,0,1.0
969,1350,1,82.0
970,1352,0,1.0
971,1353,0,1.0
972,1354,0,1.0
973,1355,0,1.0
974,1356,0,1.0
975,1357,1,132.0
976,1358,0,1.0
977,1359,0,1.0
978,1360,0,1.0
979,1361,1,12.0
980,1363,0,1.0
981,1365,0,1.0
982,1366,0,1.0
983,1367,0,1.0
984,1368,1,210.0
985,1369,0,1.0
986,1371,0,1.0
987,1372,0,1.0
988,1373,0,1.0
989,1378,0,1.0
990,1379,1,4.0
991,1380,0,4.0
992,1381,0,1.0
993,1382,0,1.0
994,1385,0,5.0
995,1386,0,1.0
996,1387,0,1.0
997,1388,0,1.0
998,1389,0,1.0
999,1390,0,1.0
1000,1391,0,1.0
1001,1392,0,2.0
1002,1394,0,1.0
1003,1396,1,17.0
1004,1399,0,1.0
1005,1400,0,1.0
1006,1402,0,1.0
1007,1403,0,1.0
1008,1404,0,1.0
1009,1405,0,1.0
1010,1406,0,1.0
1011,1407,1,234.0
1012,1408,0,1.0
1013,1409,0,1.0
1014,1410,1,59.0
1015,1411,1,187.0
1016,1412,0,1.0
1017,1414,0,1.0
1018,1416,0,1.0
1019,1417,0,1.0
1020,1418,0,1.0
1021,1419,0,1.0
1022,1420,0,1.0
1023,1421,1,155.0
1024,1422,0,1.0
1025,1423,0,1.0
1026,1424,0,1.0
1027,1425,0,1.0
1028,1426,0,1.0
1029,1428,0,1.0
1030,1430,0,2.0
1031,1433,0,1.0
1032,1434,1,345.0
1033,1437,0,1.0
1034,1439,0,3.0
1035,1440,0,3.0
1036,1441,0,5.0
1037,1442,0,1.0
1038,1443,0,1.0
1039,1444,0,1.0
1040,1445,0,4.0
1041,1446,0,1.0
1042,1447,0,1.0
1043,1448,0,1.0
1044,1449,0,1.0
1045,1452,0,1.0
1046,1453,0,1.0
1047,1454,0,1.0
1048,1455,0,1.0
1049,1457,0,1.0
1050,1458,0,1.0
1051,1461,0,1.0
1052,1462,0,1.0
1053,1464,1,297.0
1054,1465,0,1.0
1055,1466,0,5.0
1056,1467,0,1.0
1057,1468,0,1.0
1058,1470,0,1.0
1059,1471,0,2.0
1060,1472,1,163.0
1061,1476,1,75.0
1062,1478,0,1.0
1063,1479,1,289.0
1064,1480,1,100.0
1065,1481,1,12.0
1066,1482,0,1.0
1067,1483,0,1.0
1068,1484,0,1.0
1069,1485,1,113.0
1070,1486,0,1.0
1071,1487,0,1.0
1072,1488,0,1.0
1073,1489,0,1.0
1074,1490,0,1.0
1075,1491,0,1.0
1076,1493,0,1.0
1077,1494,0,1.0
1078,1495,0,1.0
1079,1496,0,9.0
1080,1497,0,1.0
1081,1500,0,6.0
1082,1501,0,1.0
1083,1502,0,1.0
1084,1503,0,1.0
1085,1504,0,1.0
1086,1505,0,1.0
1087,1506,1,9.0
1088,1507,1,151.0
1089,1508,1,85.0
1090,1509,0,1.0
1091,1513,0,1.0
1092,1514,0,1.0
1093,1515,0,1.0
1094,1518,0,1.0
1095,1519,0,1.0
1096,1520,0,1.0
1097,1521,0,1.0
1098,1522,0,1.0
1099,1524,0,1.0
1100,1525,1,33.0
1101,1526,0,1.0
1102,1527,0,1.0
1103,1528,0,2.0
1104,1529,0,1.0
1105,1530,0,1.0
1106,1533,0,1.0
1107,1534,0,1.0
1108,1536,0,1.0
1109,1537,0,1.0
1110,1538,0,1.0
1111,1539,0,1.0
1112,1541,0,1.0
1113,1544,0,1.0
1114,1545,0,1.0
1115,1546,1,10.0
1116,1547,0,1.0
1117,1548,0,1.0
1118,1551,0,1.0
1119,1553,0,1.0
1120,1554,0,1.0
1121,1555,1,13.0
1122,1557,0,1.0
1123,1558,0,1.0
1124,1559,0,1.0
1125,1561,1,18.0
1126,1562,0,4.0
1127,1563,0,1.0
1128,1564,0,2.0
1129,1565,0,1.0
1130,1566,0,1.0
1131,1567,0,1.0
1132,1568,0,1.0
1133,1569,0,1.0
1134,1570,0,1.0
1135,1571,0,2.0
1136,1572,0,1.0
1137,1573,0,1.0
1138,1574,0,1.0
1139,1576,1,141.0
1140,1577,0,1.0
1141,1579,0,1.0
1142,1580,0,1.0
1143,1581,1,17.0
1144,1584,0,1.0
1145,1585,0,1.0
1146,1588,0,1.0
1147,1590,0,1.0
1148,1591,0,2.0
1149,1592,0,7.0
1150,1593,0,1.0
1151,1594,0,1.0
1152,1595,0,1.0
1153,1596,0,1.0
1154,1597,0,1.0
1155,1598,1,35.0
1156,1599,0,1.0
1157,1600,0,6.0
1158,1601,0,1.0
1159,1602,0,1.0
1160,1604,0,1.0
1161,1606,0,1.0
1162,1607,0,1.0
1163,1608,0,1.0
1164,1609,0,1.0
1165,1610,0,2.0
1166,1611,0,1.0
1167,1613,0,1.0
1168,1614,0,1.0
1169,1616,0,1.0
1170,1617,1,304.0
1171,1618,0,1.0
1172,1619,0,1.0
1173,1621,0,8.0
1174,1622,0,1.0
1175,1623,0,1.0
1176,1624,1,229.0
1177,1627,0,1.0
1178,1628,0,1.0
1179,1629,0,1.0
1180,1630,0,1.0
1181,1632,0,1.0
1182,1633,0,1.0
1183,1634,0,1.0
1184,1635,0,1.0
1185,1636,0,1.0
1186,1637,0,1.0
1187,1638,0,1.0
1188,1639,0,1.0
1189,1641,0,8.0
1190,1643,0,1.0
1191,1644,0,1.0
1192,1645,0,1.0
1193,1646,0,1.0
1194,1648,0,1.0
1195,1649,0,1.0
1196,1650,0,1.0
1197,1654,0,1.0
1198,1655,0,1.0
1199,1656,0,1.0
1200,1658,0,1.0
1201,1659,0,1.0
1202,1660,0,1.0
1203,1662,0,1.0
1204,1663,1,119.0
1205,1664,0,1.0
1206,1665,1,148.0
1207,1666,0,6.0
1208,1669,0,1.0
1209,1670,0,1.0
1210,1671,1,6.0
1211,1672,0,8.0
1212,1673,0,1.0
1213,1675,0,1.0
1214,1676,0,1.0
1215,1677,0,1.0
1216,1679,0,1.0
1217,1680,0,1.0
1218,1681,0,9.0
1219,1683,0,1.0
1220,1684,0,1.0
1221,1685,0,3.0
1222,1686,0,1.0
1223,1687,0,1.0
1224,1688,0,1.0
1225,1689,0,4.0
1226,1690,1,46.0
1227,1691,0,3.0
1228,1692,0,1.0
1229,1693,1,289.0
1230,1694,1,102.0
1231,1695,0,1.0
1232,1697,0,1.0
1233,1698,0,1.0
1234,1699,0,1.0
1235,1700,0,1.0
1236,1701,0,1.0
1237,1702,0,6.0
1238,1705,0,1.0
1239,1706,0,4.0
1240,1707,0,1.0
1241,1708,0,2.0
1242,1709,1,254.0
1243,1710,0,1.0
1244,1711,0,1.0
1245,1714,1,31.0
1246,1715,0,1.0
1247,1716,1,18.0
1248,1717,1,11.0
1249,1718,0,1.0
1250,1719,0,1.0
1251,1720,0,5.0
1252,1721,0,1.0
1253,1722,1,79.0
1254,1725,0,1.0
1255,1726,0,8.0
1256,1727,0,1.0
1257,1728,0,1.0
1258,1729,0,1.0
1259,1730,1,76.0
1260,1731,0,1.0
1261,1734,0,1.0
1262,1735,0,1.0
1263,1737,0,1.0
1264,1738,0,1.0
1265,1739,0,1.0
1266,1740,1,55.0
1267,1741,0,4.0
1268,1742,0,3.0
1269,1743,0,1.0
1270,1746,0,1.0
1271,1747,0,1.0
1272,1748,0,1.0
1273,1751,0,1.0
1274,1753,0,3.0
1275,1754,1,167.0
1276,1757,0,1.0
1277,1758,1,19.0
1278,1759,1,26.0
1279,1760,0,1.0
1280,1763,0,1.0
1281,1764,0,1.0
1282,1765,0,1.0
1283,1768,0,1.0
1284,1769,1,452.0
1285,1770,1,142.0
1286,1771,0,1.0
1287,1773,0,1.0
1288,1774,0,1.0
1289,1777,0,1.0
1290,1779,0,1.0
1291,1781,1,102.0
1292,1782,0,1.0
1293,1783,1,272.0
1294,1784,0,5.0
1295,1785,0,1.0
1296,1786,1,217.0
1297,1787,0,3.0
1298,1788,0,1.0
1299,1789,0,1.0
1300,1791,0,1.0
1301,1792,0,1.0
1302,1793,0,1.0
1303,1794,0,1.0
1304,1795,0,1.0
1305,1796,0,1.0
1306,1797,0,1.0
